DateTime;AirTemperature;ComfortTemperature;RelativeHumidity;WindSpeed;WindDirection;WWCode;EffectiveCloudCover,,,,,
02Apr2020 7:00:00;5,80;3,60;75,40;3,00;14;5;4,90
02Apr2020 8:00:00;6,50;4,30;72,50;3,30;17;5;4,70
02Apr2020 9:00:00;7,50;5,30;68,10;3,60;20;3;4,60
02Apr2020 10:00:00;9,50;7,90;58,40;2,90;20;5;5,0
02Apr2020 11:00:00;11,40;10,70;50,10;2,20;20;5;5,30
02Apr2020 12:00:00;13,20;12,40;43,70;1,50;20;5;5,70
02Apr2020 13:00:00;13,90;13,00;41,70;1,20;21;5;6,0
02Apr2020 14:00:00;14,10;13,20;41,00;0,80;24;25;6,30
02Apr2020 15:00:00;13,80;12,90;41,70;0,50;30;7;6,60
02Apr2020 16:00:00;13,80;13,00;43,60;1,20;67;25;6,30
02Apr2020 17:00:00;13,60;12,90;46,30;1,90;76;80;6,0
02Apr2020 18:00:00;13,20;12,60;49,70;2,60;80;5;5,70
02Apr2020 19:00:00;12,10;11,70;56,30;2,60;61;95;5,70
02Apr2020 20:00:00;11,00;10,60;64,40;2,60;39;95;5,70
02Apr2020 21:00:00;9,70;8,60;74,10;2,60;20;1;5,70
02Apr2020 22:00:00;8,70;8,60;79,00;1,80;20;29;6,0
02Apr2020 23:00:00;7,80;7,60;84,20;0,90;20;81;6,30
03Apr2020 0:00:00;6,90;6,80;89,60;0,00;0;80;6,60
03Apr2020 1:00:00;6,20;6,00;90,40;0,30;190;80;6,70
03Apr2020 2:00:00;5,60;5,40;90,40;0,70;190;81;6,90
03Apr2020 3:00:00;5,20;5,00;89,40;1,00;190;80;7,0
03Apr2020 4:00:00;4,40;4,20;90,10;1,50;184;80;7,0
03Apr2020 5:00:00;3,80;1,90;89,40;2,10;182;25;7,0
03Apr2020 6:00:00;3,40;1,00;87,40;2,60;180;80;7,0
03Apr2020 7:00:00;3,60;1,50;89,00;2,20;180;80;7,0
03Apr2020 8:00:00;4,00;3,80;89,60;1,90;180;80;7,0
03Apr2020 9:00:00;4,50;4,30;89,40;1,50;180;2;7,0
03Apr2020 10:00:00;4,90;4,60;87,30;1,50;199;5;6,90
03Apr2020 11:00:00;5,20;5,00;85,40;1,50;221;5;6,70
03Apr2020 12:00:00;5,50;5,30;83,90;1,50;240;80;6,60
03Apr2020 13:00:00;6,10;5,80;81,80;1,50;216;25;6,60
03Apr2020 14:00:00;6,40;6,20;80,60;1,50;184;25;6,60
03Apr2020 15:00:00;6,60;6,30;80,60;1,50;160;2;6,60
03Apr2020 16:00:00;7,30;7,00;74,90;1,30;179;4;6,60
03Apr2020 17:00:00;8,00;7,60;70,10;1,10;226;4;6,60
03Apr2020 18:00:00;8,50;8,10;66,00;1,00;270;7;6,60
03Apr2020 19:00:00;8,30;7,90;66,50;0,80;268;3;6,60
03Apr2020 20:00:00;8,10;7,70;67,30;0,70;265;3;6,60
03Apr2020 21:00:00;7,90;7,50;68,20;0,50;260;7;6,60
03Apr2020 22:00:00;7,20;6,90;72,00;0,30;260;2;5,30
03Apr2020 23:00:00;6,60;6,20;75,90;0,20;260;5;3,90
04Apr2020 0:00:00;5,90;5,60;79,90;0,00;0;3;2,60
04Apr2020 1:00:00;5,00;4,80;82,50;0,00;0;2;1,70
04Apr2020 2:00:00;4,20;4,00;84,80;0,00;0;2;0,90
04Apr2020 3:00:00;3,50;3,30;86,80;0,00;0;0;0,0
04Apr2020 4:00:00;2,90;2,80;88,60;0,50;20;0;0,0
04Apr2020 5:00:00;2,50;2,30;89,80;1,00;20;0;0,0
04Apr2020 6:00:00;2,10;2,00;90,50;1,50;20;0;0,0
04Apr2020 7:00:00;3,70;3,50;86,40;1,70;24;2;0,0
04Apr2020 8:00:00;5,90;5,60;79,30;1,90;27;3;0,0
04Apr2020 9:00:00;8,50;7,30;70,80;2,10;30;0;0,0
04Apr2020 10:00:00;9,70;9,40;69,90;1,60;37;3;2,0
04Apr2020 11:00:00;10,90;10,70;69,10;1,00;58;4;4,10
04Apr2020 12:00:00;11,90;11,80;69,50;0,50;130;7;6,10
04Apr2020 13:00:00;12,90;12,70;60,90;0,50;140;5;6,40
04Apr2020 14:00:00;13,30;12,90;55,50;0,50;290;5;6,80
04Apr2020 15:00:00;13,00;12,50;52,90;0,50;300;80;7,10
04Apr2020 16:00:00;12,80;12,40;55,00;0,70;334;80;7,10
04Apr2020 17:00:00;12,50;12,10;57,40;0,80;357;80;7,10
04Apr2020 18:00:00;12,20;11,90;60,20;1,00;10;2;7,10
04Apr2020 19:00:00;11,90;11,60;61,60;1,70;16;25;7,10
04Apr2020 20:00:00;11,50;11,20;63,30;2,40;19;51;7,10
04Apr2020 21:00:00;11,10;10,80;65,20;3,10;20;2;7,10
04Apr2020 22:00:00;10,50;10,30;69,10;2,90;20;6;7,10
04Apr2020 23:00:00;10,00;8,80;73,30;2,80;20;7;7,10
05Apr2020 0:00:00;9,40;8,30;77,70;2,60;20;7;7,10
05Apr2020 1:00:00;9,30;8,00;78,00;3,00;24;60;6,90
05Apr2020 2:00:00;9,20;7,80;78,00;3,30;27;6;6,80
05Apr2020 3:00:00;9,20;7,60;77,70;3,60;30;7;6,60
05Apr2020 4:00:00;9,20;7,70;77,50;3,60;30;80;6,60
05Apr2020 5:00:00;9,30;7,80;77,00;3,60;30;60;6,60
05Apr2020 6:00:00;9,50;8,00;76,10;3,60;30;7;6,60
05Apr2020 7:00:00;9,50;8,00;76,10;3,60;30;80;6,80
05Apr2020 8:00:00;9,80;8,40;74,30;3,60;30;61;6,90
05Apr2020 9:00:00;10,40;10,20;71,20;3,60;30;2;7,10
05Apr2020 10:00:00;10,90;10,70;70,80;4,30;26;80;7,10
05Apr2020 11:00:00;11,30;11,20;70,50;5,00;22;6;7,10
05Apr2020 12:00:00;11,60;11,50;70,90;5,70;20;25;7,10
05Apr2020 13:00:00;13,60;13,50;61,80;5,30;26;80;6,40
05Apr2020 14:00:00;15,10;15,00;55,30;5,00;32;25;5,70
05Apr2020 15:00:00;16,30;16,10;50,90;4,60;40;1;5,0
05Apr2020 16:00:00;15,70;15,60;53,90;5,30;36;5;4,70
05Apr2020 17:00:00;14,90;14,80;57,70;6,00;33;4;4,30
05Apr2020 18:00:00;14,00;14,00;62,30;6,70;30;4;4,0
05Apr2020 19:00:00;13,50;13,50;64,10;6,20;30;50;4,0
05Apr2020 20:00:00;12,90;12,90;66,40;5,60;30;50;4,0
05Apr2020 21:00:00;12,30;12,30;69,10;5,10;30;25;4,0
05Apr2020 22:00:00;12,00;12,00;69,80;4,60;20;60;4,0
05Apr2020 23:00:00;11,70;11,70;70,40;4,10;6;95;4,0
06Apr2020 0:00:00;11,50;11,40;70,90;3,60;350;4;4,0
06Apr2020 1:00:00;11,10;11,00;72,70;3,80;357;80;4,0
06Apr2020 2:00:00;10,70;10,60;74,00;3,90;4;80;4,0
06Apr2020 3:00:00;10,50;10,40;74,70;4,10;10;4;4,0
06Apr2020 4:00:00;9,70;8,20;77,20;3,90;13;4;2,80
06Apr2020 5:00:00;9,10;7,50;78,90;3,80;16;4;1,70
06Apr2020 6:00:00;8,70;7,00;79,80;3,60;20;1;0,50
06Apr2020 7:00:00;9,30;7,40;76,70;4,50;20;60;1,90
06Apr2020 8:00:00;10,00;8,10;72,90;5,40;20;60;3,20
06Apr2020 9:00:00;10,80;10,60;68,80;6,20;20;0;4,60
06Apr2020 10:00:00;10,80;10,60;68,90;6,70;20;5;5,30
06Apr2020 11:00:00;10,80;10,60;68,90;7,20;20;5;5,90
06Apr2020 12:00:00;10,70;10,50;69,30;7,70;20;6;6,60
06Apr2020 13:00:00;11,20;10,90;65,00;8,00;16;51;6,60
06Apr2020 14:00:00;11,50;11,20;61,70;8,40;13;25;6,60
06Apr2020 15:00:00;11,70;11,30;59,20;8,70;10;6;6,60
06Apr2020 16:00:00;11,90;11,40;57,40;8,40;10;4;5,40
06Apr2020 17:00:00;11,90;11,40;56,40;8,00;10;4;4,20
06Apr2020 18:00:00;11,70;11,20;56,00;7,70;10;3;3,0
06Apr2020 19:00:00;10,80;10,20;56,90;8,00;21;2;2,0
06Apr2020 20:00:00;9,70;6,80;58,40;8,40;31;2;1,0
06Apr2020 21:00:00;8,60;5,30;60,20;8,70;40;0;0,0
06Apr2020 22:00:00;7,70;4,10;56,80;8,40;34;1;0,0
06Apr2020 23:00:00;6,80;2,90;53,50;8,00;27;1;0,0
07Apr2020 0:00:00;6,00;1,80;50,20;7,70;20;0;0,0
07Apr2020 1:00:00;5,20;0,90;51,60;7,10;23;1;0,0
07Apr2020 2:00:00;4,50;0,20;52,60;6,40;26;0;0,0
07Apr2020 3:00:00;3,90;-0,20;53,10;5,70;30;0;0,0
07Apr2020 4:00:00;3,20;-1,00;55,50;5,50;27;0;0,0
07Apr2020 5:00:00;2,70;-1,60;57,20;5,30;24;0;0,0
07Apr2020 6:00:00;2,40;-1,90;58,10;5,10;20;0;0,0
07Apr2020 7:00:00;3,20;-1,20;54,10;5,60;20;1;0,0
07Apr2020 8:00:00;4,50;0,40;48,40;6,20;20;2;0,0
07Apr2020 9:00:00;6,30;2,40;42,00;6,70;20;0;0,0
07Apr2020 10:00:00;8,10;4,60;37,20;6,90;20;2;0,30
07Apr2020 11:00:00;9,80;6,60;33,00;7,00;20;3;0,50
07Apr2020 12:00:00;11,30;10,00;30,00;7,20;20;1;0,80
07Apr2020 13:00:00;12,80;11,30;26,70;7,90;24;3;0,50
07Apr2020 14:00:00;13,60;12,00;24,80;8,60;27;4;0,30
07Apr2020 15:00:00;13,70;12,10;24,10;9,30;30;0;0,0
07Apr2020 16:00:00;13,70;12,20;26,10;8,80;27;2;0,30
07Apr2020 17:00:00;13,50;12,10;28,70;8,30;24;3;0,50
07Apr2020 18:00:00;13,10;11,80;31,90;7,70;20;1;0,80
07Apr2020 19:00:00;12,20;11,10;34,40;6,50;26;25;0,80
07Apr2020 20:00:00;11,30;10,20;37,40;5,30;35;50;0,80
07Apr2020 21:00:00;10,20;9,30;41,00;4,10;50;1;0,80
07Apr2020 22:00:00;9,30;6,30;44,40;6,50;44;1;1,70
07Apr2020 23:00:00;8,40;4,70;48,20;8,90;42;2;2,60
08Apr2020 0:00:00;7,50;3,20;52,10;11,30;40;4;3,50
08Apr2020 1:00:00;6,80;2,30;54,90;11,00;37;4;3,80
08Apr2020 2:00:00;6,20;1,60;57,50;10,60;34;3;4,10
08Apr2020 3:00:00;5,80;1,10;59,50;10,30;30;5;4,40
08Apr2020 4:00:00;5,20;0,80;59,90;8,40;32;4;3,30
08Apr2020 5:00:00;4,90;0,80;59,50;6,50;35;3;2,10
08Apr2020 6:00:00;4,70;1,30;58,30;4,60;40;1;1,0
08Apr2020 7:00:00;5,30;2,00;53,50;4,60;33;3;1,80
08Apr2020 8:00:00;6,40;3,30;47,40;4,60;27;4;2,70
08Apr2020 9:00:00;7,90;5,00;40,90;4,60;20;0;3,50
08Apr2020 10:00:00;9,50;6,70;35,30;5,00;16;4;2,70
08Apr2020 11:00:00;11,10;9,80;30,60;5,30;13;4;2,0
08Apr2020 12:00:00;12,40;11,00;27,00;5,70;10;1;1,20
08Apr2020 13:00:00;13,70;12,20;25,00;5,50;13;4;1,20
08Apr2020 14:00:00;14,50;12,80;24,00;5,30;16;4;1,20
08Apr2020 15:00:00;14,60;13,00;24,00;5,10;20;1;1,20
08Apr2020 16:00:00;15,10;13,40;21,90;4,90;23;25;1,20
08Apr2020 17:00:00;15,40;13,60;20,30;4,80;26;3;1,20
08Apr2020 18:00:00;15,50;13,60;19,10;4,60;30;1;1,20
08Apr2020 19:00:00;14,00;12,40;22,90;3,40;31;2;1,20
08Apr2020 20:00:00;12,40;11,00;27,80;2,20;33;2;1,20
08Apr2020 21:00:00;10,70;9,60;33,90;1,00;40;1;1,20
08Apr2020 22:00:00;10,10;9,00;36,40;1,70;28;2;0,80
08Apr2020 23:00:00;9,50;7,70;39,10;2,40;23;1;0,40
09Apr2020 0:00:00;8,90;6,80;41,80;3,10;20;0;0,0
09Apr2020 1:00:00;7,60;5,30;45,10;3,10;23;0;0,0
09Apr2020 2:00:00;6,40;4,00;48,30;3,10;27;0;0,0
09Apr2020 3:00:00;5,40;2,80;51,20;3,10;30;0;0,0
09Apr2020 4:00:00;4,80;2,00;52,60;3,40;30;0;0,60
09Apr2020 5:00:00;4,50;1,40;53,40;3,80;30;0;1,20
09Apr2020 6:00:00;4,40;1,10;53,20;4,10;30;2;1,80
09Apr2020 7:00:00;5,30;2,40;52,20;3,60;32;2;2,20
09Apr2020 8:00:00;6,80;4,50;49,20;3,10;36;3;2,60
09Apr2020 9:00:00;8,80;6,90;45,00;2,60;40;0;3,0
09Apr2020 10:00:00;10,50;9,40;37,10;3,30;26;3;2,90
09Apr2020 11:00:00;12,10;10,80;30,70;3,90;17;3;2,70
09Apr2020 12:00:00;13,40;11,90;25,90;4,60;10;3;2,60
09Apr2020 13:00:00;15,00;13,50;26,90;4,40;16;4;2,70
09Apr2020 14:00:00;15,90;14,50;29,00;4,30;23;4;2,70
09Apr2020 15:00:00;16,10;14,90;32,80;4,10;30;4;2,80
09Apr2020 16:00:00;16,70;15,30;29,80;3,60;30;4;2,70
09Apr2020 17:00:00;17,00;15,50;27,60;3,10;30;4;2,70
09Apr2020 18:00:00;17,10;15,50;26,00;2,60;30;3;2,60
09Apr2020 19:00:00;16,00;14,60;29,20;2,60;30;2;2,60
09Apr2020 20:00:00;14,80;13,50;33,10;2,60;30;3;2,60
09Apr2020 21:00:00;13,40;12,40;37,90;2,60;30;3;2,60
09Apr2020 22:00:00;12,00;11,00;39,50;3,00;18;2;1,70
09Apr2020 23:00:00;10,70;9,80;41,20;3,30;8;2;0,90
10Apr2020 0:00:00;9,40;7,20;42,90;3,60;360;0;0,0
10Apr2020 1:00:00;8,30;5,90;44,50;3,80;11;0;0,0
10Apr2020 2:00:00;7,40;4,70;45,60;3,90;21;0;0,0
10Apr2020 3:00:00;6,70;3,80;46,10;4,10;30;0;0,0
10Apr2020 4:00:00;5,40;2,70;50,80;3,40;28;0;0,0
10Apr2020 5:00:00;4,40;1,90;55,00;2,80;25;0;0,0
10Apr2020 6:00:00;3,70;1,60;58,50;2,10;20;0;0,0
10Apr2020 7:00:00;5,50;3,30;52,10;2,40;24;1;0,0
10Apr2020 8:00:00;7,90;5,80;44,40;2,80;27;1;0,0
10Apr2020 9:00:00;10,80;9,80;36,80;3,10;30;0;0,0
10Apr2020 10:00:00;12,10;10,80;28,80;3,40;22;2;0,0
10Apr2020 11:00:00;13,40;11,70;22,60;3,80;15;2;0,0
10Apr2020 12:00:00;14,30;12,40;18,10;4,10;10;0;0,0
10Apr2020 13:00:00;15,90;13,90;16,50;3,40;14;2;0,0
10Apr2020 14:00:00;16,80;14,60;15,90;2,80;20;2;0,0
10Apr2020 15:00:00;16,90;14,70;16,00;2,10;30;0;0,0
10Apr2020 16:00:00;17,40;15,20;16,10;1,90;9;1;0,0
10Apr2020 17:00:00;17,60;15,40;16,50;1,70;321;2;0,0
10Apr2020 18:00:00;17,50;15,40;17,10;1,50;280;0;0,0
10Apr2020 19:00:00;16,10;14,20;19,90;1,50;309;1;0,0
10Apr2020 20:00:00;14,50;12,80;23,50;1,50;21;1;0,0
10Apr2020 21:00:00;12,80;11,40;28,00;1,50;50;0;0,0
10Apr2020 22:00:00;11,80;10,50;31,20;2,20;34;0;0,0
10Apr2020 23:00:00;10,70;9,70;34,90;2,90;25;1;0,0
11Apr2020 0:00:00;9,80;7,60;38,80;3,60;20;0;0,0
11Apr2020 1:00:00;8,50;6,30;41,60;3,10;22;1;0,0
11Apr2020 2:00:00;7,30;5,20;44,00;2,60;25;0;0,0
11Apr2020 3:00:00;6,40;4,50;46,00;2,10;30;0;0,0
11Apr2020 4:00:00;5,30;4,70;49,20;1,70;28;0;0,0
11Apr2020 5:00:00;4,40;4,00;51,60;1,40;25;0;0,0
11Apr2020 6:00:00;3,90;3,50;53,10;1,00;20;0;0,0
11Apr2020 7:00:00;5,10;4,60;45,60;0,80;33;1;0,0
11Apr2020 8:00:00;7,00;6,20;37,50;0,70;56;1;0,0
11Apr2020 9:00:00;9,40;8,30;29,80;0,50;90;0;0,0
11Apr2020 10:00:00;11,40;10,00;25,00;0,80;114;2;0,70
11Apr2020 11:00:00;13,40;11,70;21,00;1,20;124;2;1,30
11Apr2020 12:00:00;15,00;13,10;18,10;1,50;130;2;2,0
11Apr2020 13:00:00;16,40;14,40;18,20;1,70;85;3;3,20
11Apr2020 14:00:00;17,00;15,00;19,00;1,90;19;4;4,50
11Apr2020 15:00:00;16,90;15,00;21,00;2,10;360;6;5,70
11Apr2020 16:00:00;17,10;15,20;21,00;2,60;5;4;5,70
11Apr2020 17:00:00;16,90;15,10;21,40;3,10;8;3;5,70
11Apr2020 18:00:00;16,60;14,80;22,10;3,60;10;6;5,70
11Apr2020 19:00:00;15,20;13,60;24,90;3,60;10;2;3,80
11Apr2020 20:00:00;13,60;12,20;28,40;3,60;10;2;1,90
11Apr2020 21:00:00;11,90;10,70;32,70;3,60;10;0;0,0
11Apr2020 22:00:00;10,90;9,80;36,70;2,70;12;0;0,0
11Apr2020 23:00:00;9,80;8,90;41,20;1,90;17;1;0,0
12Apr2020 0:00:00;8,90;8,10;46,00;1,00;30;0;0,0
12Apr2020 1:00:00;7,90;7,20;50,20;0,70;30;0;0,0
12Apr2020 2:00:00;7,00;6,40;54,10;0,30;30;0;0,0
12Apr2020 3:00:00;6,40;5,90;57,50;0,00;0;0;0,0
12Apr2020 4:00:00;5,40;5,00;61,20;0,20;10;0;0,0
12Apr2020 5:00:00;4,70;4,30;63,90;0,30;10;0;0,0
12Apr2020 6:00:00;4,30;3,90;65,50;0,50;10;0;0,0
12Apr2020 7:00:00;5,80;5,30;58,00;0,70;29;1;0,0
12Apr2020 8:00:00;7,90;7,20;49,40;0,80;42;2;0,0
12Apr2020 9:00:00;10,40;9,50;41,00;1,00;50;0;0,0
12Apr2020 10:00:00;11,70;10,60;34,40;1,40;34;2;0,0
12Apr2020 11:00:00;12,90;11,60;29,00;1,70;26;2;0,0
12Apr2020 12:00:00;13,90;12,30;24,90;2,10;20;0;0,0
12Apr2020 13:00:00;15,30;13,40;19,20;2,10;20;2;0,0
12Apr2020 14:00:00;16,00;13,90;15,50;2,10;20;2;0,0
12Apr2020 15:00:00;16,00;13,70;13,00;2,10;20;0;0,0
12Apr2020 16:00:00;16,10;13,90;13,10;2,30;24;1;0,0
12Apr2020 17:00:00;16,00;13,80;13,40;2,50;27;1;0,0
12Apr2020 18:00:00;15,70;13,50;14,00;2,60;30;0;0,0
12Apr2020 19:00:00;14,70;12,70;15,60;2,20;30;0;0,0
12Apr2020 20:00:00;13,60;11,80;17,70;1,90;30;0;0,0
12Apr2020 21:00:00;12,40;10,80;20,10;1,50;30;0;0,0
12Apr2020 22:00:00;11,10;9,70;24,70;1,90;30;0;0,0
12Apr2020 23:00:00;9,70;7,90;30,30;2,20;30;1;0,0
13Apr2020 0:00:00;8,50;6,50;37,00;2,60;30;0;0,0
13Apr2020 1:00:00;7,30;5,20;41,40;2,60;33;1;0,0
13Apr2020 2:00:00;6,30;4,10;45,80;2,60;37;0;0,0
13Apr2020 3:00:00;5,50;3,20;50,10;2,60;40;0;0,0
13Apr2020 4:00:00;4,60;2,20;53,30;2,60;37;0;0,0
13Apr2020 5:00:00;4,00;1,50;55,70;2,60;33;0;0,0
13Apr2020 6:00:00;3,70;1,20;57,20;2,60;30;0;0,0
13Apr2020 7:00:00;5,30;3,10;52,80;2,50;33;1;0,0
13Apr2020 8:00:00;7,60;5,80;46,60;2,30;36;1;0,0
13Apr2020 9:00:00;10,40;9,40;39,80;2,10;40;0;0,0
13Apr2020 10:00:00;12,20;11,00;34,60;1,70;53;2;0,0
13Apr2020 11:00:00;13,90;12,50;30,20;1,40;92;2;0,0
13Apr2020 12:00:00;15,20;13,70;27,00;1,00;150;0;0,0
13Apr2020 13:00:00;16,90;15,20;23,60;1,10;171;2;0,0
13Apr2020 14:00:00;17,80;15,90;21,70;1,30;188;2;0,0
13Apr2020 15:00:00;17,80;15,90;21,10;1,50;200;0;0,0
13Apr2020 16:00:00;18,10;16,10;19,70;1,20;203;1;0,0
13Apr2020 17:00:00;18,10;16,10;18,80;0,80;208;1;0,0
13Apr2020 18:00:00;17,90;15,80;18,10;0,50;220;0;0,0
13Apr2020 19:00:00;16,70;14,80;20,50;0,30;220;1;0,0
13Apr2020 20:00:00;15,40;13,70;23,40;0,20;220;1;0,0
13Apr2020 21:00:00;14,00;12,50;26,90;0,00;0;0;0,0
13Apr2020 22:00:00;12,70;11,40;31,00;0,20;360;0;0,0
13Apr2020 23:00:00;11,40;10,30;35,70;0,30;360;1;0,0
14Apr2020 0:00:00;10,20;9,30;41,00;0,50;360;0;0,0
14Apr2020 1:00:00;9,20;8,30;44,40;0,50;3;1;0,0
14Apr2020 2:00:00;8,30;7,60;47,60;0,50;7;1;0,0
14Apr2020 3:00:00;7,70;7,00;50,30;0,50;10;0;0,0
14Apr2020 4:00:00;6,60;6,00;53,50;0,50;13;1;0,30
14Apr2020 5:00:00;5,70;5,20;55,80;0,50;17;1;0,50
14Apr2020 6:00:00;5,10;4,60;57,10;0,50;20;1;0,80
14Apr2020 7:00:00;6,20;5,70;55,30;0,30;20;3;1,70
14Apr2020 8:00:00;8,00;7,40;51,30;0,20;20;4;2,60
14Apr2020 9:00:00;10,30;9,50;46,10;0,00;0;0;3,50
14Apr2020 10:00:00;12,50;11,40;37,60;0,70;210;3;2,70
14Apr2020 11:00:00;14,50;13,20;30,90;1,40;210;3;1,80
14Apr2020 12:00:00;16,30;14,70;25,90;2,10;210;1;1,0
14Apr2020 13:00:00;17,80;16,00;23,40;2,60;224;3;1,0
14Apr2020 14:00:00;18,50;16,70;22,20;3,10;233;3;1,0
14Apr2020 15:00:00;18,40;16,60;22,00;3,60;240;1;1,0
14Apr2020 16:00:00;18,70;16,80;21,20;2,90;237;3;1,10
14Apr2020 17:00:00;18,80;16,90;20,50;2,20;231;3;1,10
14Apr2020 18:00:00;18,80;16,80;20,10;1,50;220;1;1,20
14Apr2020 19:00:00;17,60;15,90;23,60;1,00;220;3;1,10
14Apr2020 20:00:00;16,30;14,90;27,80;0,50;220;3;1,10
14Apr2020 21:00:00;15,00;13,80;32,90;0,00;0;1;1,0
14Apr2020 22:00:00;13,80;12,70;36,20;0,30;350;2;1,0
14Apr2020 23:00:00;12,60;11,70;39,90;0,70;350;2;1,0
15Apr2020 0:00:00;11,50;10,60;43,80;1,00;350;1;1,0
15Apr2020 1:00:00;11,10;10,30;46,10;0,80;350;2;1,0
15Apr2020 2:00:00;10,90;10,10;48,10;0,70;350;1;1,0
15Apr2020 3:00:00;10,80;10,10;49,70;0,50;350;1;1,0
15Apr2020 4:00:00;10,50;9,90;52,40;0,50;357;1;1,0
15Apr2020 5:00:00;10,40;9,80;54,50;0,50;3;1;1,0
15Apr2020 6:00:00;10,50;9,90;56,10;0,50;10;1;1,0
15Apr2020 7:00:00;10,30;9,80;61,90;0,80;273;25;3,0
15Apr2020 8:00:00;10,30;10,00;66,90;1,20;237;25;5,10
15Apr2020 9:00:00;10,60;10,40;71,20;1,50;230;80;7,10
15Apr2020 10:00:00;11,30;11,20;70,20;1,20;224;80;7,10
15Apr2020 11:00:00;12,00;11,90;69,30;0,80;189;25;7,10
15Apr2020 12:00:00;12,50;12,50;69,20;0,50;80;2;7,10
15Apr2020 13:00:00;14,20;14,10;60,20;0,70;119;25;7,10
15Apr2020 14:00:00;15,50;15,40;53,60;0,80;146;25;7,10
15Apr2020 15:00:00;16,50;16,20;48,90;1,00;160;2;7,10
15Apr2020 16:00:00;16,50;16,10;47,60;1,40;139;5;6,80
15Apr2020 17:00:00;16,30;15,90;46,90;1,70;127;25;6,60
15Apr2020 18:00:00;15,90;15,40;46,70;2,10;120;2;6,30
15Apr2020 19:00:00;15,20;14,90;51,90;2,10;92;6;6,40
15Apr2020 20:00:00;14,30;14,20;58,00;2,10;48;6;6,50
15Apr2020 21:00:00;13,40;13,40;65,20;2,10;20;2;6,60
15Apr2020 22:00:00;12,40;12,50;71,50;2,30;12;25;6,60
15Apr2020 23:00:00;11,40;11,50;78,40;2,50;6;80;6,60
16Apr2020 0:00:00;10,50;10,70;85,70;2,60;360;80;6,60
16Apr2020 1:00:00;9,80;8,70;83,10;3,00;4;80;6,60
16Apr2020 2:00:00;9,20;7,80;79,90;3,30;7;80;6,60
16Apr2020 3:00:00;8,70;7,00;76,00;3,60;10;2;6,60
16Apr2020 4:00:00;8,20;6,70;76,20;2,70;7;80;6,60
16Apr2020 5:00:00;7,90;7,60;75,50;1,90;360;6;6,60
16Apr2020 6:00:00;7,80;7,50;73,70;1,00;340;2;6,60
16Apr2020 7:00:00;8,40;8,00;71,90;1,70;5;7;6,50
16Apr2020 8:00:00;9,20;8,00;68,80;2,40;15;61;6,40
16Apr2020 9:00:00;10,30;9,90;65,00;3,10;20;2;6,30
16Apr2020 10:00:00;11,20;10,70;59,60;3,80;20;4;5,50
16Apr2020 11:00:00;12,00;11,50;54,90;4,40;20;4;4,80
16Apr2020 12:00:00;12,70;12,10;51,00;5,10;20;4;4,0
16Apr2020 13:00:00;13,40;12,70;48,10;4,60;30;4;4,0
16Apr2020 14:00:00;13,70;13,00;46,40;4,10;44;4;4,0
16Apr2020 15:00:00;13,70;13,00;45,80;3,60;60;4;4,0
16Apr2020 16:00:00;14,10;13,30;43,40;3,30;50;4;3,0
16Apr2020 17:00:00;14,20;13,40;41,80;3,00;36;3;2,0
16Apr2020 18:00:00;14,20;13,30;40,70;2,60;20;1;1,0
16Apr2020 19:00:00;13,30;12,50;45,40;2,50;26;1;0,70
16Apr2020 20:00:00;12,20;11,60;51,10;2,30;32;1;0,30
16Apr2020 21:00:00;11,10;10,60;57,80;2,10;40;0;0,0
16Apr2020 22:00:00;10,10;9,60;61,50;2,10;37;0;0,0
16Apr2020 23:00:00;9,10;7,90;65,40;2,10;33;1;0,0
17Apr2020 0:00:00;8,10;6,80;69,20;2,10;30;0;0,0
17Apr2020 1:00:00;7,10;5,70;72,70;2,10;40;0;0,0
17Apr2020 2:00:00;6,30;4,70;75,60;2,10;50;0;0,0
17Apr2020 3:00:00;5,60;4,00;77,70;2,10;60;0;0,0
17Apr2020 4:00:00;4,80;4,50;80,30;1,60;55;0;0,0
17Apr2020 5:00:00;4,20;3,90;81,70;1,00;44;0;0,0
17Apr2020 6:00:00;3,80;3,60;82,00;0,50;10;0;0,0
17Apr2020 7:00:00;5,20;4,90;77,10;0,70;25;1;0,0
17Apr2020 8:00:00;7,30;6,90;69,10;0,80;34;1;0,0
17Apr2020 9:00:00;9,90;9,40;60,00;1,00;40;0;0,0
17Apr2020 10:00:00;11,70;11,00;49,00;1,00;30;2;0,0
17Apr2020 11:00:00;13,40;12,50;40,20;1,00;240;2;0,0
17Apr2020 12:00:00;14,80;13,60;33,80;1,00;230;0;0,0
17Apr2020 13:00:00;16,80;15,50;29,70;1,40;230;2;0,0
17Apr2020 14:00:00;18,00;16,60;27,50;1,70;230;2;0,0
17Apr2020 15:00:00;18,40;16,90;26,90;2,10;230;0;0,0
17Apr2020 16:00:00;19,10;17,70;26,80;1,70;228;1;0,0
17Apr2020 17:00:00;19,60;18,20;27,10;1,40;225;1;0,0
17Apr2020 18:00:00;19,90;18,60;27,70;1,00;220;0;0,0
17Apr2020 19:00:00;18,70;17,50;30,70;0,70;220;0;0,0
17Apr2020 20:00:00;17,30;16,20;34,30;0,30;220;1;0,0
17Apr2020 21:00:00;15,80;14,90;38,60;0,00;0;0;0,0
17Apr2020 22:00:00;14,40;13,60;43,40;0,20;10;1;0,0
